student_id,age,attendance_rate,previous_scores,final_grade,study_hours_week_log,sleep_hours_sqrt,gender_Female,gender_M,gender_Male,parental_education_Doctorate,parental_education_High_School,parental_education_Master,extracurricular_Yes,tutoring_Yes,internet_quality_Good,internet_quality_Poor,family_income_Low,family_income_Medium,health_status_Good,health_status_Poor,study_sleep_ratio,engagement
STD00560,1.486890155282565,0.5766487616417328,1.8728861816499114,100.0,0.7296732529979455,-1.2566482031560033,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1.2173395359561623,0.9746098779739928
STD00752,0.6155114789433632,0.31664907140397236,0.7700118536231765,98.34,-0.23085316618870946,0.5658900398274697,0,1,0,1,0,0,0,1,1,0,1,0,1,0,-0.4255172572204375,-0.017737484518063947
STD00603,1.051200817112964,0.45131026555101905,0.15634183989289283,87.67,0.16175642239651747,0.4295838276104699,0,1,0,0,0,0,1,1,1,0,0,1,1,0,-0.03980014760090588,0.3966344703028006
STD01235,0.17982214077376235,-1.3179306544732596,-0.1748451516440858,98.24,-0.5938143663242403,0.2916296777278792,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.6619172468044036,-1.1269045792690777
STD00382,1.051200817112964,-0.5741865206457232,-1.1023851900335973,100.0,0.9306190148327688,0.36847787636886564,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0.658071473947607,0.3590293090928465
STD01312,-1.1272458737350404,0.00692832486576409,-0.5558184229545973,100.0,1.4222431982144392,0.047294569107206565,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1.2369567968801174,1.1595096422767786
STD00556,0.17982214077376235,1.127723802305032,0.0026537588528569326,86.88,0.009308280698950504,-0.6582905700471197,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0.222536155596057,0.6483558105882695
STD00773,1.486890155282565,0.7268477858826687,0.5687021136693262,100.0,1.271690923370935,-0.2617216108917539,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1.2453892674948868,1.5661933742936582
STD01108,0.17982214077376235,-0.17227464888376734,-0.8404660660076206,88.29,-0.6014863389994006,-0.2617216108917539,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-0.5002102719386468,-0.5726954245179242
STD01225,1.051200817112964,0.021408472993063952,0.01347686315145115,94.67,1.1474680451455355,-1.0970623412644729,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1.5564376328855647,0.9465949260153372
STD00100,-1.1272458737350404,0.010035890884542216,0.0006004120406911931,75.33,-2.4657720803969063,-0.9833898682343285,0,0,0,0,1,0,0,1,1,0,1,0,1,0,-2.1145546659852403,-1.9996523817170981
STD01038,-1.1272458737350404,0.07425892193928743,-1.9509165670433721,84.21,0.16175642239651747,-0.6246631846591074,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0.356077059198654,0.17470222955686499
STD01534,-0.2558671973958386,0.8066086470313053,1.0070378377623863,100.0,0.6343786667941607,1.4783525633052583,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0.011750899679994355,1.0396829089646336
STD02499,0.17982214077376235,0.021408472993063952,0.4572241393938072,88.51,-1.2220358111100542,-1.2566482031560033,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.7863787370524944,-0.9836984865693631
STD00855,1.486890155282565,0.8956922062362748,-2.3437952530823365,90.48,0.22040048658407782,2.0845259681504484,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-0.4880959993798274,0.7127276980592256
STD01923,-1.5629352119046414,0.3373661781958253,0.7537771971752848,94.28,0.16175642239651747,-1.0356926542281655,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0.533024279646492,0.3295670349125457
STD02477,0.17982214077376235,0.7278836412222619,-0.08826031725533358,78.19,-2.212314935074923,-1.16766901798148,0,0,0,0,0,1,1,0,0,1,0,0,1,0,-1.8224068632035595,-1.5956081507861897
STD00275,-1.1272458737350404,1.3618271090529759,-1.1662415053953026,99.48,0.16175642239651747,0.8631783186809974,0,1,0,0,0,1,1,1,1,0,0,1,1,0,-0.1822689397164363,0.9325642494667481
STD00387,1.486890155282565,1.952264652620796,1.38368186735346,87.55,-1.1043173170371259,0.03422770363507622,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.0484911197987963,-0.07344204061894224
STD01391,0.6155114789433632,-0.18884833431725043,0.0006004120406911931,94.32,-0.3772042220473948,-0.23742203547423965,0,0,0,0,0,1,1,0,0,0,0,0,0,1,-0.29943566121650655,-0.4042886698313457
STD00842,-1.1272458737350404,0.021408472993063952,1.731103515338329,97.37,0.6037403458702552,0.12069144940783968,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0.46621619883272564,0.5036524115391354
STD02401,-0.6915565355654395,0.021408472993063952,-0.33394478483341844,100.0,0.9740709942354487,-0.5744258291306603,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1.1150080280799055,0.8053386945685242
STD01217,-1.5629352119046414,-0.4519555905737883,0.42367251606816614,90.68,0.14637375298191985,0.6558739504786638,0,1,0,0,0,0,0,0,0,1,1,0,0,0,-0.12868188235003297,-0.14659917653253945
STD01389,-0.2558671973958386,0.1726651792005913,-0.11098883628238121,100.0,0.8826642652232353,-0.3023437688666794,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0.9011444750500059,0.8342739549631731
STD01501,1.486890155282565,0.2462109083116709,1.6499302330988734,100.0,0.16175642239651747,-0.5244298101617865,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0.31502448757040485,0.27591308660034153
STD02095,1.486890155282565,0.7299553519014468,-1.7182198246235991,94.59,0.7853289832218521,1.5963957637406827,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0.0947205693949139,1.1268552646103074
STD02406,0.6155114789433632,-0.58454507404165,0.13036638957626687,81.34,0.16175642239651747,-0.47467168272322063,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0.29493433587420875,-0.2130694877904283
STD00133,1.051200817112964,-0.0438285867742769,0.0006004120406911931,94.98,-0.1446400852870636,-0.07680851844077702,0,1,0,0,0,0,1,1,1,0,1,0,0,0,-0.1398606614380649,-0.14177296323006056
STD02425,-1.1272458737350404,0.8470070052754194,0.3511577172675857,100.0,0.08531660754018203,-0.3023437688666794,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.15529163833055712,0.5589541660252114
STD02249,0.6155114789433632,0.8666882567276799,0.7700118536231765,98.11,0.8664014502178645,0.4067075178568014,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0.5863290946809866,1.2936473067855199
STD01171,-0.2558671973958386,0.9702737906869469,0.0006004120406911931,91.56,-2.0109029181864244,-1.3374313293103008,0,1,0,1,0,0,1,1,1,0,0,0,0,0,-1.5766620145728236,-1.3395060526558698
STD02467,-1.5629352119046414,-1.641117520426172,0.43341330993690036,86.84,-0.31464047764291864,-0.8538145190095646,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.016787519094085403,-1.11868936489887
STD00616,1.486890155282565,1.758559704116968,1.3728587630548652,100.0,0.41596746590860767,0.047294569107206565,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.3253487194690143,1.431364543800533
STD02108,0.6155114789433632,-1.5116356029770885,1.2830269973765347,95.53,-0.475168910579592,-0.005299148782158505,0,1,0,0,0,0,1,0,1,0,0,0,0,0,-0.46541815815915605,-1.14894800173485
STD00734,0.6155114789433632,0.021408472993063952,0.8360327898446003,91.06,-0.5534216567512336,-0.8452350545098676,0,0,0,0,0,0,1,0,0,0,0,1,1,0,-0.255350970492934,-0.4390184286270955
STD01142,1.051200817112964,-0.7471743623576992,-1.5926718147599084,93.15,-0.22037831894448548,0.6558739504786638,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.4436449103145084,-0.5813921959888795
STD00597,-0.2558671973958386,-0.8393654875814468,0.3305938191002572,91.14,-0.841832486188482,1.3168438298895127,0,1,0,0,0,1,1,0,0,0,1,0,1,0,-1.136406419354692,-1.0667833898030528
STD02404,0.17982214077376235,1.621826799290735,1.0351779089387299,100.0,0.5492276174027642,-0.18093562324025364,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0.5384831045133813,1.4829666145459701
STD00751,1.486890155282565,0.8480428606150111,-1.0709981875676744,90.13,-1.2581213731879892,0.018434006268366915,0,1,0,0,0,1,0,1,1,0,0,0,1,0,-1.1840439372587663,-0.6812078760795701
STD01002,-1.5629352119046414,-0.6384095517004684,2.2062377940466087,100.0,0.7950518216099883,0.39143108165433704,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.5297006772289937,0.21606959399926004
STD00127,-0.6915565355654395,-0.959524706974196,-0.37399027073821695,76.38,0.16175642239651747,-0.4251480829757565,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0.2751258703191254,-0.4337823206201762
STD01480,-1.5629352119046414,-0.20645787509032598,0.9301937972423675,84.54,0.12045070419826878,0.33780120291834087,0,0,0,0,1,0,1,0,0,1,0,1,1,0,-0.04471468040182265,-0.022936538169175284
STD02111,1.486890155282565,0.021408472993063952,1.5665923299996996,96.38,0.33398476202773136,0.5734154629687039,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0.06071923895495394,0.2838986326522707
STD01685,0.6155114789433632,1.307962631394156,0.0006004120406911931,89.57,-1.2007148316945542,0.6484018826167119,0,1,0,0,0,0,1,1,1,0,0,1,0,0,-1.2838441699256837,-0.4400553301702043
STD01924,-1.1272458737350404,-0.10080063045187342,-1.2928718256888525,94.21,0.16175642239651747,0.047294569107206565,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0.09505315216788872,0.07166226063911
STD01308,-0.2558671973958386,0.018322733601283392,-2.024513676273812,100.0,0.5875531259356036,-0.07680851844077702,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.5309575011783217,0.48847624310184695
STD00623,-0.6915565355654395,0.021408472993063952,-0.05903793564912927,97.42,-0.05266385734980039,-0.15681739092831795,0,0,0,0,0,1,1,0,0,1,0,0,1,0,-0.02695776361534558,-0.03108092773081778
STD02178,-1.5629352119046414,1.6767271322891464,0.183399600639378,100.0,0.8803496676645585,0.047294569107206565,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.7460431201544273,1.8600581065938453
STD01183,0.6155114789433632,0.5735411956229547,0.23751512213234832,77.75,-3.772857810642619,1.2103594500903379,0,0,0,0,0,0,1,0,1,0,1,0,0,0,-3.515156777659381,-3.0229920624914017
STD02171,0.17982214077376235,-0.0013585178509770857,-0.41620037750273386,95.67,0.3168336012566399,1.4853272199432717,0,0,0,0,1,0,1,1,0,1,0,1,0,0,-0.24510323913835447,0.2560607082431727
STD00301,1.051200817112964,-1.2889267049646649,-0.8642768954645275,100.0,1.6844086297457228,1.7270289809771102,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0.760672235179561,0.3498263214950052
STD00043,-0.6915565355654395,-2.141435649449432,-0.595863908859395,78.56,-2.404151474782767,1.2459572776548378,0,0,0,0,0,0,1,0,1,0,0,1,0,0,-2.3974374589394563,-2.4884293778600344
STD00978,-1.5629352119046414,1.2147356508308167,-0.1131534571420996,90.05,-0.2583662571468369,-0.7513357944038073,0,0,0,0,0,1,1,1,1,0,1,0,1,0,-0.0010351600499809892,0.43767183889834504
STD00181,0.6155114789433632,-1.1625523535343592,0.6314761186011724,100.0,0.40105479343169625,0.8705149863794446,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0.017213673224536527,-0.3956772292171449
STD01737,-0.6915565355654395,0.021408472993063952,0.0006004120406911931,90.64,0.4292877038040592,-0.24551578314588135,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0.45373768079987997,0.36153625296047126
STD02432,-0.6915565355654395,-0.5969753381167618,-1.1077967421828938,95.18,0.46435026245521804,-1.0095069716404967,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.8243231391387897,0.0014612192933416486
STD01790,1.051200817112964,-1.7467747650646246,-0.7582104733383059,100.0,1.249970605105944,-0.4498807740298989,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1.3171092397891564,-0.2642144126442914
STD00306,0.17982214077376235,-0.6870947526613238,-0.372907960308357,96.63,0.16175642239651747,1.2814517727001618,0,0,0,0,1,0,1,1,1,0,0,1,1,0,-0.3102028956149174,-0.2734301796416573
STD00199,0.17982214077376235,1.8207110244925275,1.0687295322643717,98.19,1.6107280220622533,0.1987146299492556,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1.3355153983065553,2.7266145966060114
STD00766,-1.1272458737350404,0.3570474296480865,0.0006004120406911931,97.1,0.5058566898308616,1.8360033186629843,0,1,0,0,1,0,0,1,0,0,0,1,1,0,-0.19857707514505366,0.6366887444281556
STD00376,0.17982214077376235,0.5973658684335851,0.7267194364287997,96.08,0.0710755811875333,0.299338054849048,0,1,0,0,0,1,1,0,1,0,0,1,1,0,-0.07520088010202551,0.4018479703471575
STD01016,1.051200817112964,0.693700415015704,-1.1987108182910844,84.73,0.045889166330436784,1.2885383507648474,0,0,0,0,0,0,1,0,1,0,0,1,1,0,-0.406695538934298,0.4346500754030719
STD00331,-0.2558671973958386,-1.920798462116193,-1.4065144208240907,86.92,0.7082079659798618,0.047294569107206565,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0.5900960365896929,-0.6942839205980316
STD00816,-1.1272458737350404,0.3031829519892674,0.6552869480580792,95.21,0.5001862739364509,-0.7174035793457223,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0.7240711411586388,0.5977117813935403
STD02337,-0.6915565355654395,1.2737794051875981,0.9388522806812442,94.69,-0.0018073354609606173,-1.464456769995326,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0.5622258685997862,0.7205002552087745
STD00395,0.17982214077376235,-1.752989897102181,-0.852371480736074,100.0,0.815546122502197,-0.7089380381414623,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1.0268418445369336,-0.5210843658788172
STD01196,-1.5629352119046414,1.7036593711185564,0.5178335234659343,94.0,-0.3658771356832791,0.15196633388050992,0,1,0,1,0,0,1,0,0,1,1,0,1,0,-0.4163111999568521,0.5869681539594189
STD02509,1.486890155282565,1.952264652620796,1.38368186735346,88.89,-1.1043173170371259,0.03422770363507622,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1.0484911197987963,-0.07344204061894224
STD01145,-0.6915565355654395,0.5994375791127714,3.1218724177076655,100.0,-0.1147904021952004,0.5658900398274697,0,1,0,0,1,0,0,0,0,0,0,1,1,0,-0.32507100811535405,0.23747111152883904
STD02080,1.922579493452166,-0.7616763371119966,-0.2928169884987615,97.86,0.33863511439746363,0.3531499174228933,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0.14237562775093388,-0.19148891008889496
STD00785,0.6155114789433632,1.0510705071751751,-0.30580471365707407,97.01,0.8733885946888139,0.5959623839355618,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0.5185654597822166,1.425935672761408
STD00647,0.6155114789433632,0.8470070052754194,0.4020263074709777,96.77,0.5780453093960243,0.20648702238930983,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.40957197650084637,1.0139571969104846
STD00297,-1.1272458737350404,0.688521138317741,-0.9627671445817338,100.0,0.16175642239651747,0.3070411684810924,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0.002437626816721984,0.5362566767061497
STD00059,1.486890155282565,1.3089984867337492,0.9031360364958824,99.16,0.3678211707343657,0.45241436935114,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0.13252913500627353,1.1043019796249238
STD01781,1.051200817112964,-0.7699631798287377,-0.6088516340177076,89.83,0.09768894824598626,-0.021149801666446283,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0.061783878266463206,-0.36771719654470114
STD01723,0.17982214077376235,-0.45817072261134456,-1.2171100955986944,91.79,0.151515415564991,1.2103594500903379,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-0.2974714720139613,-0.1463811361654841
STD02179,-1.1272458737350404,0.9640586586493906,-0.7636220254876027,91.12,-1.0286981473979329,1.2601674251835664,0,0,0,0,1,0,0,1,0,0,1,0,1,0,-1.2760323721360982,-0.4192321519389748
STD01215,-1.1272458737350404,-0.7937878526393688,1.6120493680537948,100.0,0.31996374526778887,0.9363417621211403,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.07260616240925716,-0.2243429005938397
STD00113,-1.1272458737350404,0.28868097723497,-0.4822213137241576,100.0,0.7043942023491516,-0.13275277474488512,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0.661540769365674,0.7620774695473428
STD02457,-0.6915565355654395,0.325971769460306,-0.06444948779842676,100.0,0.9339976430903405,0.558359709333422,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0.5855435202208684,0.9829525972812592
STD01585,1.051200817112964,1.3763290838072733,-0.9259685899665137,84.07,0.11696692093940086,0.1987146299492556,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0.0005131049503187807,0.8966157244201897
STD01354,-1.1272458737350404,0.057685236505805086,0.8814898278986955,100.0,1.3828561182067913,-1.0619474590839937,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1.7740031532022995,1.1655414263798751
STD00030,-0.6915565355654395,0.37154940440238393,1.8663923190707548,100.0,-0.07959001085886722,0.9290456412617216,0,0,0,0,1,0,1,1,0,0,0,0,0,0,-0.40554436454504234,0.14194087877086373
STD01130,0.6155114789433632,1.0614290605711012,-1.0709981875676744,96.3,0.5436877012515765,0.2530084603357007,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.3610509640706638,1.1192306989938234
STD00293,0.6155114789433632,0.2689997257827095,-1.0655866354183778,98.9,1.0294073192259656,-1.1058605701582298,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.4419476390267842,1.0244586840870074
STD01779,1.051200817112964,0.909158325650979,-1.0277057703732984,99.07,0.43517741790825126,0.6184654818024943,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.13239989691202583,0.9208495421881069
STD01048,0.6155114789433632,-2.6479689105102473,-0.08826031725533358,100.0,1.0810708096583128,0.047294569107206565,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.9278809688416854,-1.0020694872808122
STD01027,0.6155114789433632,0.06182865786417567,-0.8383014451479023,87.66,0.20881822521192092,-0.6414632076571508,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.40849317187510154,0.20597489713440603
STD01692,-1.1272458737350404,0.7962500936353777,1.5914854698864649,100.0,0.056725007402095906,-1.7519464543431928,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.7652081065511558,0.5033786941676247
STD00278,0.17982214077376235,0.5497165228123229,1.3598710378965517,100.0,0.630410784278186,-1.3735529514105436,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1.1767000788139885,0.8689682624829063
STD00224,1.486890155282565,-1.0620743855938706,-0.18133901422324247,81.9,-1.1866350260474439,1.3450843133972195,0,1,0,0,0,1,1,1,1,0,0,0,1,0,-1.4224610437141267,-1.4000763186301335
STD01927,1.486890155282565,0.17059346852140564,0.3738862362946333,85.18,-0.25623539981296223,-2.136697247616349,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.6159453063074046,-0.117325662509111
STD00450,0.17982214077376235,0.7786405528623022,0.5849367701172171,95.69,0.16175642239651747,1.4783525633052583,0,0,0,0,1,0,1,0,1,0,0,0,0,0,-0.3674681670475407,0.5893009210602598
STD01925,-1.5629352119046414,0.021408472993063952,1.0990342243004352,100.0,0.4887934727708792,0.6857143699639177,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.15490943563810758,0.41001205245925404
STD01392,0.17982214077376235,0.021408472993063952,1.3577064170368334,100.0,1.0443148845689003,0.047294569107206565,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.8945829401518292,0.8625622008426407
STD00852,0.17982214077376235,0.3031829519892674,-0.20406753325029012,100.0,1.3417154250683139,-0.029083730135035693,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1.1994835401817763,1.3145025147599272
STD01552,-0.6915565355654395,0.22031452482185415,0.15634183989289283,100.0,0.9773719070276069,0.047294569107206565,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0.8339377739280991,0.9464820490460119
STD01802,1.051200817112964,1.2095563741328537,-0.037391727051941596,100.0,0.395056185713594,-0.10074940797023314,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0.36401885005433027,1.0695210324732358
STD01364,-0.6915565355654395,0.2254938015198172,-0.7138357457140706,79.66,-2.15841041925708,0.3301190359339466,0,1,0,0,1,0,0,0,1,0,1,0,1,0,-2.0552016927034016,-1.6887804614791264
STD02133,-1.1272458737350404,-0.946058587559491,-1.9898797425183108,100.0,0.16175642239651747,0.047294569107206565,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0.09505315216788872,-0.4258561691649642
STD00753,-1.5629352119046414,0.2658921597639314,0.4020263074709777,100.0,0.7459228365435217,0.047294569107206565,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.6242627957994813,0.7822032604956256
STD00472,-0.6915565355654395,-0.18366905761928665,1.4594435974436173,89.4,0.18038682627314562,-0.6162733838827306,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.3705625600511858,0.037559545157074874
STD02093,-0.2558671973958386,-2.336176453292853,0.41717865348900945,97.28,0.7259031633491199,-0.466401552468413,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0.8275129629673399,-0.9597687053198126
STD00850,-1.1272458737350404,0.38915894517545874,0.8869013800479922,92.25,0.20881822521192092,-0.466401552468413,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0.33631891954753834,0.4006713396287717
STD01195,-0.6915565355654395,0.3974457878922007,0.16067108161233037,89.32,0.35558791120751165,1.6515638631606724,0,0,0,0,1,0,1,0,0,0,0,1,0,1,-0.2629721415010212,0.5324377562688197
STD01710,-0.2558671973958386,-1.132512548686172,1.07414108441367,100.0,0.4959221226102695,-0.38405519713131536,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0.573810295194007,-0.31419133267019894
STD00277,0.17982214077376235,-0.21888813916543776,-2.9195844017675405,87.26,1.2847892296866399,-1.185400200533761,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1.7457645230365584,0.8814623682833755
STD01107,-0.2558671973958386,1.4726636303893907,-0.6250862904655993,95.28,0.4715727468652892,0.047294569107206565,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0.3757228084383174,1.3094413429436378
STD01500,0.17982214077376235,1.047962941156397,-2.143567823558346,95.79,0.5848415478521414,0.12851842393947435,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0.4461243662190185,1.1497195220285672
STD00203,1.486890155282565,0.021408472993063952,-0.36208485600976353,95.99,0.5339530852383673,-1.000793677210106,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0.889815505825269,0.44680089423755937
STD01370,-0.6915565355654395,-3.509800553051348,1.4280565949776955,99.5,0.16175642239651747,-0.793909989724879,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.4272183259391036,-1.9348734654457036
STD02439,1.051200817112964,1.9325834011685357,-1.4400660441497317,100.0,0.16175642239651747,1.534040988741425,0,1,0,0,0,0,1,0,1,0,1,0,0,0,-0.3833388943467555,1.2685111303761163
STD00034,0.17982214077376235,0.8842977975007554,-0.6250862904655993,100.0,0.37086699246070376,-0.18093562324025364,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0.37350658156049776,0.8456183708596455
STD00976,0.6155114789433632,-0.5047842128930142,0.808975029098115,100.0,0.6877772030657602,0.047294569107206565,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0.5715873436914866,0.2259211394303189
STD01736,-1.5629352119046414,-1.6794441679911014,-1.211698543449397,87.13,-0.7205209563581292,0.047294569107206565,0,0,0,1,0,0,0,1,1,0,1,0,1,0,-0.7042219959536282,-1.3785176506149033
STD02209,-1.5629352119046414,-1.5385678418064983,0.697497054822596,100.0,1.162460614930628,0.7080446964498178,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.7230750675608639,-0.1651065483786446
STD00964,-0.2558671973958386,-2.569243904701204,-2.0461598848709994,96.66,1.281990181310116,-0.408691763614871,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1.32695149609126,-0.8511093908268944
STD01959,-1.1272458737350404,-0.5700430992873526,-0.022239381033909846,89.23,-1.2007148316945542,-0.3023437688666794,0,1,0,1,0,0,1,0,1,0,0,1,1,0,-1.0476844886086687,-1.208267073942381
STD02351,-1.5629352119046414,-1.7063764068205105,-1.341575795032526,95.15,0.2236965393725393,0.6409250111095165,0,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.05730129497918781,-0.8370226224559978
STD01615,-0.2558671973958386,-0.5897243507396132,-0.4270234818013273,92.91,-0.05266385734980039,0.0736132359520503,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-0.1083163987451055,-0.37352545773083756
STD00253,0.6155114789433632,-0.2520355100324032,0.30137143749405293,96.27,0.7657299544483636,0.0814735169171026,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0.6280911718944486,0.45290333003287936
STD01271,-0.6915565355654395,-0.174346359562953,-1.0331173225225951,100.0,0.9817640583041182,-0.36766258818821707,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1.0241066980268252,0.6752316743491179
STD02135,1.051200817112964,0.8811902314819773,-0.2592653651731196,90.83,0.2852398674722175,-0.22933438020087613,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0.3133100158236338,0.764246812431767
STD01137,-1.1272458737350404,1.9222248477726096,1.2224176133044076,100.0,1.158474362574244,0.3301190359339466,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0.8749056167503446,2.3240424465312666
STD01239,-0.6915565355654395,-1.4929902068644205,-1.0038949409163915,90.97,-0.8890645125902064,0.39143108165433704,0,0,0,0,0,0,1,1,1,0,0,0,1,0,-0.950054716148688,-1.394116134789683
STD02274,1.486890155282565,0.3570474296480865,-0.32203937010496503,90.2,0.18543572081079737,5.6706674397891055,0,0,0,0,1,0,1,0,0,0,0,1,1,0,-1.2522749702305107,0.36148884485273725
STD00497,1.486890155282565,0.021408472993063952,1.0860464991421235,93.05,0.045889166330436784,-1.5932006634798666,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0.6744409964393159,0.0492043403847131
STD02253,-0.6915565355654395,-1.7913165446671095,0.021053036160467026,84.04,-0.6587327255034269,1.0669164571813918,0,0,0,0,0,1,1,0,1,0,0,1,1,0,-0.926396696845737,-1.3957834700101692
STD00024,-0.6915565355654395,0.2534618956888196,0.37929778844393003,90.41,0.7471669615599443,-0.5493978698253776,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.8856747832844213,0.774981494131901
STD00567,1.486890155282565,-0.6446246837380247,1.3771880047743035,83.97,-0.6429450539085222,0.042116067158209036,0,0,0,0,0,0,0,1,1,0,0,1,0,1,-0.6323942391366472,-0.8333476930713687
STD01872,0.17982214077376235,-1.3407194719442983,-0.9422032464144053,88.41,0.2628015252374346,-0.5660764938803505,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0.42888532452642786,-0.5939752631873758
STD00886,1.486890155282565,-2.6479689105102473,-0.06769641908800433,95.23,0.37997473419383937,0.33780120291834087,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.18439182641731303,-1.326591345048478
STD00618,-1.5629352119046414,0.3788003917795327,-1.314518034286041,82.23,0.30110361436300065,-0.7258761082062174,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0.534039900777988,0.4740357349616996
STD01009,-1.1272458737350404,-1.1936280137221391,-0.05903793564912927,90.11,-0.18930210798576938,0.3531499174228933,0,0,0,0,0,0,1,0,1,0,0,0,1,0,-0.3230569020111931,-0.8013525287206337
STD00279,0.17982214077376235,0.021408472993063952,-0.06228486693870761,100.0,0.7694204905539654,-0.6582905700471197,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0.9579330063318047,0.638622139921189
